##### auto-generated by ParameterCache ####### 
##### printed on Mon Dec 23 20:26:53 2024 ######
# ParameterName                  value       errLow      errHigh

----- SOLUTION 0 -----
### FCN: -325.811, EDM: 1.34748e-06
### COV quality: 3, status: 0, confirmed: yes
Nbkg                       4990.208984   -71.758606    71.758606
branchingRatio                0.000000    -0.000000     0.000000
exponent                     -0.000977    -0.000027     0.000027
mean                       5370.000000     1.000000    -1.000000
norm_constant                 0.000000    -0.000000     0.000000
norm_constant_sigma           0.000000     1.000000    -1.000000
sigma                        20.900000     1.000000    -1.000000
